group,datasetName,datasetId,formula,adduct,chemMod,ion,mz,msm,fdr,rhoSpatial,rhoSpectral,rhoChaos,moleculeNames,moleculeIds,minIntensity,maxIntensity,totalIntensity,offSample,rawOffSampleProb,isomerIons,isobarIons
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C22H38O5,M+Cl,,C22H38O5+Cl-,417.2412864,0.0970303,0.2,0.114629992,0.846865502,0.999527294,Misoprostol,HMDB0015064,0,38452.12891,21836938,FALSE,0.004294455,,C21H39O6P-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H17NO4,M+Cl,,C10H17NO4+Cl-,250.0851201,0.0969706,0.2,0.109897654,0.885589484,0.996366752,"Propenoylcarnitine, 3-hydroxyoct-7-enoylglycine, 4-hydroxyoct-1-enoylglycine, 4-hydroxyoct-2-enoylglycine, 4-hydroxyoct-3-enoylglycine, 4-hydroxyoct-4-enoylglycine, 4-hydroxyoct-5-enoylglycine, 4-hydroxyoct-6-enoylglycine, 4-hydroxyoct-7-enoylglycine, 5-hydroxyoct-1-enoylglycine, 5-hydroxyoct-2-enoylglycine, 5-hydroxyoct-3-enoylglycine, 5-hydroxyoct-4-enoylglycine, 5-hydroxyoct-5-enoylglycine, 5-hydroxyoct-6-enoylglycine, 5-hydroxyoct-7-enoylglycine, 6-hydroxyoct-1-enoylglycine, 6-hydroxyoct-2-enoylglycine, 6-hydroxyoct-3-enoylglycine, 6-hydroxyoct-4-enoylglycine, 6-hydroxyoct-5-enoylglycine, 6-hydroxyoct-6-enoylglycine, 6-hydroxyoct-7-enoylglycine, 7-hydroxyoct-1-enoylglycine, 7-hydroxyoct-2-enoylglycine, 7-hydroxyoct-3-enoylglycine, 7-hydroxyoct-4-enoylglycine, 7-hydroxyoct-5-enoylglycine, 7-hydroxyoct-6-enoylglycine, 7-hydroxyoct-7-enoylglycine, 1-hydroxyoct-2-enoylglycine, 1-hydroxyoct-3-enoylglycine, 1-hydroxyoct-4-enoylglycine, 1-hydroxyoct-5-enoylglycine, 1-hydroxyoct-6-enoylglycine, 1-hydroxyoct-7-enoylglycine, 2-hydroxyoct-1-enoylglycine, 2-hydroxyoct-2-enoylglycine, 2-hydroxyoct-3-enoylglycine, 2-hydroxyoct-4-enoylglycine, 2-hydroxyoct-5-enoylglycine, 2-hydroxyoct-6-enoylglycine, 2-hydroxyoct-7-enoylglycine, 3-hydroxyoct-1-enoylglycine, 3-hydroxyoct-2-enoylglycine, 3-hydroxyoct-3-enoylglycine, 3-hydroxyoct-4-enoylglycine, 3-hydroxyoct-5-enoylglycine, 3-hydroxyoct-6-enoylglycine","HMDB0013124, HMDB0094751, HMDB0094752, HMDB0094753, HMDB0094754, HMDB0094755, HMDB0094756, HMDB0094757, HMDB0094758, HMDB0094759, HMDB0094760, HMDB0094761, HMDB0094762, HMDB0094763, HMDB0094764, HMDB0094765, HMDB0094766, HMDB0094767, HMDB0094768, HMDB0094769, HMDB0094770, HMDB0094771, HMDB0094772, HMDB0094773, HMDB0094774, HMDB0094775, HMDB0094776, HMDB0094777, HMDB0094778, HMDB0094779, HMDB0094732, HMDB0094733, HMDB0094734, HMDB0094735, HMDB0094736, HMDB0094737, HMDB0094738, HMDB0094739, HMDB0094740, HMDB0094741, HMDB0094742, HMDB0094743, HMDB0094744, HMDB0094745, HMDB0094746, HMDB0094747, HMDB0094748, HMDB0094749, HMDB0094750",0,7481.592285,2211860.25,TRUE,0.999666691,,C11H14ClN5-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C22H42O4,M+Cl,,C22H42O4+Cl-,405.2776719,0.0966586,0.2,0.113560963,0.860057324,0.989655172,"Diethylhexyl adipate, Dioctyl hexanedioate","HMDB0040270, HMDB0041619",0,1353.158691,27827.74219,FALSE,0.050607286,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C7H10O7,M+Cl,,C7H10O7+Cl-,241.0120147,0.0956507,0.2,0.107571816,0.889281919,0.999885096,"2-Methylcitric acid, Homocitric acid, Methylisocitric acid, 3-(Carboxymethyl)-3-hydroxypentanedioic acid","HMDB0000379, HMDB0003518, HMDB0006471, HMDB0059932",0,117057.3438,59517976,FALSE,0.015229288,,"C6H11O8P-H-, C8H14O2S2+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H24O4,M+Cl,,C17H24O4+Cl-,327.1368213,0.0951753,0.2,0.112419671,0.852775383,0.992766557,"Acetylvalerenolic acid, 9-Acetoxyfukinanolide, Isotrichodermin, (3beta,6beta)-Furanoeremophilane-3,6-diol 6-acetate, Acetylbalchanolide, [6]-Gingerdione, 6-Hydroxyshogaol, (4E)-1-(3,4-dihydroxy-5-methoxyphenyl)dec-4-en-3-one, 3-(4-hydroxy-3-methoxyphenyl)-1-(3-pentyloxiran-2-yl)propan-1-one","HMDB0035687, HMDB0034658, HMDB0034738, HMDB0034930, HMDB0036693, HMDB0039275, HMDB0041249, HMDB0137254, HMDB0137256",0,4673.996094,1129071.125,TRUE,0.999799788,,C15H24N2O4S-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C11H14NO6,M-H,,C11H14NO6-H-,255.0747965,0.0926312,0.2,0.095617702,0.973153121,0.995492451,Nicotinate D-ribonucleoside,HMDB0006809,0,3770.135254,11383626,FALSE,0.001237424,,"C9H17NO5+Cl-, C8H16N2O5+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C20H39NO,M+Cl,,C20H39NO+Cl-,344.2725269,0.092331,0.2,0.112247213,0.834800351,0.985347759,N-Hexadecanoylpyrrolidine,HMDB0032740,0,1900.865967,1799326.375,FALSE,0.000685508,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C27H30O6,M-H,,C27H30O6-H-,449.196923,0.0919001,0.2,0.101313266,0.931397011,0.973900919,Sofalcone,HMDB0042013,0,1946.962891,1118750.125,TRUE,0.999559939,,"C21H34O8+Cl-, C21H37O6P+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C8H18NO10P,M-H,,C8H18NO10P-H-,318.0595166,0.0912504,0.2,0.093791666,0.975317391,0.997526541,N-Gluconyl ethanolamine phosphate,HMDB0032294,0,13218.65723,26718510,FALSE,0.000458848,,C10H13N5O5+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H24N6O3,M-H,,C17H24N6O3-H-,359.183673,0.091181,0.2,0.148238862,0.616813715,0.997213622,"Arginyl-Tryptophan, Tryptophyl-Arginine","HMDB0028720, HMDB0029077",0,977.2380371,166156.6406,TRUE,0.999664187,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C6H13NO5,M+Cl,,C6H13NO5+Cl-,214.0487346,0.0900502,0.2,0.100329214,0.897650463,0.999885241,"Glucosamine, Fructosamine, beta-D-Glucosamine","HMDB0001514, HMDB0002030, HMDB0030091",0,105560.1563,111903768,FALSE,0.010424851,,C5H14NO6P-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C28H24O8,M-H,,C28H24O8-H-,487.139802,0.089811,0.2,0.099476446,0.904167989,0.998527309,"Bisosthenon B, Khelmarin D","HMDB0031829, HMDB0041394",0,25816.25586,4178028,TRUE,0.986433983,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C19H23ClN2O,M+Cl,,C19H23ClN2O+Cl-,365.1192531,0.0892169,0.2,0.117670481,0.76074833,0.996641163,"Hydroxyclomipramine, Clomipramine N-oxide, 2-Hydroxyclomipramine, 8-Hydroxyclomipramine","HMDB0060631, HMDB0060577, HMDB0060718, HMDB0060802",0,45811.625,10622037,TRUE,0.994921863,,"C16H24O7+Cl-, C16H20N2O8-H-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C20H33O6,M-H,,C20H33O6-H-,368.2203981,0.0886667,0.2,0.094900351,0.936855464,0.99728657,19-hydroxyprostaglandin H1(1-),HMDB0062746,0,18646.91016,3219111.25,TRUE,0.998172522,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C9H9NO3,M-H,,C9H9NO3-H-,178.0509275,0.0882216,0.2,0.090724202,0.972785071,0.999620388,"Methyl n-formylanthranilate, 1-(4-Methoxyphenyl)-2-nitroethylene, Hippuric acid, 3-Succinoylpyridine, Adrenochrome","HMDB0032398, HMDB0032595, HMDB0000714, HMDB0000992, HMDB0012884",0,23136.25391,28267722,FALSE,0.025680315,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C9H16N2O4,M-H,,C9H16N2O4-H-,215.1036913,0.088188,0.2,0.090965627,0.969791564,0.999663563,"Prolyl-Threonine, Threoninyl-Proline, Sakacin P","HMDB0029027, HMDB0029069, HMDB0038239",0,39962.27344,10319426,TRUE,0.941639721,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C25H50O2,M+Cl,,C25H50O2+Cl-,417.3504429,0.0876907,0.2,0.106180375,0.829992816,0.995027027,"Pentacosanoic acid, 6-Hydroxy-8-pentacosanone, 4-Hydroxy-6-pentacosanone, 6-Hydroxy-4-pentacosanone, Lepidiumsesterterpenol","HMDB0002361, HMDB0035629, HMDB0035630, HMDB0035632, HMDB0036843",0,8604.745117,940132.1875,TRUE,0.997042835,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C11H22N2O3S,M+Cl,,C11H22N2O3S+Cl-,297.1044754,0.0875444,0.2,0.100653193,0.871068167,0.998501376,"Leucyl-Methionine, Methionyl-Isoleucine, Methionyl-Leucine, Isoleucyl-Methionine","HMDB0028935, HMDB0028976, HMDB0028977, HMDB0028913",0,15070.95508,4260071,TRUE,0.996289968,,"C11H20N2O5+Cl-, C14H18O7-H-, C19H18O+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H6N2O2,M-H,,C10H6N2O2-H-,185.0356118,0.0872908,0.2,0.175480891,0.497550101,0.999773619,Pyrocoll,HMDB0033163,0,46144.22656,13338210,TRUE,0.996618509,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C6H11O10P,M-H,,C6H11O10P-H-,273.0016673,0.0869398,0.2,0.089130986,0.977968049,0.99739003,D-Glucuronic acid 1-phosphate,HMDB0003976,0,6528.099609,14197659,FALSE,0.005599693,,C8H6N4O5+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H9N,M-H,,C10H9N-H-,142.0661836,0.0866661,0.2,0.089734338,0.97056435,0.995099243,"6-Methylquinoline, 2-Aminonaphthalene, Quinaldine","HMDB0033115, HMDB0041802, HMDB0042004",0,6162.256348,1650990.75,TRUE,0.979427457,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H32O2,M+Cl,,C17H32O2+Cl-,303.2095923,0.086623,0.2,0.100023518,0.866335581,0.999642687,"Cyclohexaneundecanoic acid, (Z)-9-Heptadecenoic acid, 2,4-Heptadecanedione, 7-Hexadecenoic acid,methyl ester, 10Z-Heptadecenoic acid, 9Z-heptadecenoic acid","HMDB0030997, HMDB0031046, HMDB0040888, HMDB0061858, HMDB0060038, HMDB0062437",0,28915.62695,12051582,TRUE,0.708219051,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C21H41O7P,M+Cl,,C21H41O7P+Cl-,471.2283522,0.0864798,0.2,0.101900424,0.851297517,0.996912576,"LysoPA(0:0/18:1(9Z)), LysoPA(18:1(9Z)/0:0), DHAP(18:0)","HMDB0007851, HMDB0007855, HMDB0011133",0,4255.376465,6307480.5,FALSE,0.000566743,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C15H22O2,M-H,,C15H22O2-H-,233.1546642,0.0857817,0.2,0.089935562,0.954873258,0.998889765,"Isocurcumenol, 4-Methylphenyl octanoate, 9-Pentadecene-12,14-diyne-1,11-diol, Epiacoronene, 4,10-Longipinanedione, Valerenic acid, Curcumanolide A, Curcumenone, Curcumenol, Saussurea lactone, Oxysolavetivone, 7-Hydroxycostal, Dehydrocurdione, 1,10-Epoxygermacrone, (4alpha,5alpha)-11-Eremophilene-2,9-dione, Petasalbin, beta-Costic acid, alpha-Rotunol, Germacrone 4,5-epoxide, Dihydroisoalantolactone, Marasmene, 3-Phenylpropyl hexanoate, (Z)-alpha-Bergamotenoic acid, Procurcumenol, (1alpha,4beta,5beta)-4-Hydroxy-7(11),10(14)-guaiadien-8-one, Zerumbone oxide, Cyclodehydroisolubimin, p-Hydroxynonanophenone, 2-Methyl-4-phenyl-2-butyl 2-methylpropanoate, 7-(1,3-Cyclohexadienyl)-5-hydroxy-2,6-dimethyl-2-hepten-4-one, Rishitinol, 3,7-Bisaboladiene-2,8-dione, xi-2-Hydroxy-1,3,5-bisabolatrien-9-one, 7,9-Illudadiene-3,14-diol, 2,7(14)-Illudadiene-10,15-diol, 4,6-Decadiyn-1-ol isovalerate, beta-Santalic acid, Sugeonol, 4-[(1Z)-2-hexyl-3-hydroxyprop-1-en-1-yl]phenol, (2Z)-2-(phenylmethylidene)octane-1,7-diol, (2-hexyl-3-phenyloxiran-2-yl)methanol, (2Z)-2-(phenylmethylidene)octane-1,8-diol, 2-benzyloctanoic acid, 2-[hydroxy(phenyl)methyl]octanal, 2-[(3-hydroxyphenyl)methyl]octanal, 2-[(4-hydroxyphenyl)methyl]octanal, 2-benzyl-7-hydroxyoctanal, 2-benzyl-8-hydroxyoctanal, 2-benzyl-2-hydroxyoctanal, 2-[(2-hydroxyphenyl)methyl]octanal","HMDB0036647, HMDB0037710, HMDB0034562, HMDB0031349, HMDB0032081, HMDB0030016, HMDB0033252, HMDB0033253, HMDB0033960, HMDB0034742, HMDB0034956, HMDB0035202, HMDB0035407, HMDB0035408, HMDB0035413, HMDB0035639, HMDB0035794, HMDB0035869, HMDB0035889, HMDB0035935, HMDB0036035, HMDB0036390, HMDB0036392, HMDB0036427, HMDB0036449, HMDB0036466, HMDB0037038, HMDB0037391, HMDB0037640, HMDB0037739, HMDB0038190, HMDB0038198, HMDB0038698, HMDB0038795, HMDB0038796, HMDB0038914, HMDB0039621, HMDB0041036, HMDB0134140, HMDB0134141, HMDB0134142, HMDB0134143, HMDB0134153, HMDB0134131, HMDB0134132, HMDB0134133, HMDB0134134, HMDB0134135, HMDB0134136, HMDB0134137",0,23881.46484,6093736,TRUE,0.979006827,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C26H32O4,M-H,,C26H32O4-H-,407.2227438,0.0850124,0.2,0.094612057,0.903941051,0.994021389,"cis-Methylbixin, trans-Methylbixin, Heterophylol","HMDB0032021, HMDB0039078, HMDB0041126",0,11786.27344,1443105.875,TRUE,0.997915447,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C16H19NO4,M+Cl,,C16H19NO4+Cl-,324.1007701,0.0847662,0.2,0.141496169,0.601882414,0.995328878,"Benzoyl ecgonine, Norcocaine","HMDB0041836, HMDB0041955",0,35969.12109,7021590,TRUE,0.994692504,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C7H12O4,M-H,,C7H12O4-H-,159.0662432,0.0839999,0.2,0.085952639,0.978120586,0.999141818,"3-Methyladipic acid, Pimelic acid, 3,3-Dimethylglutaric acid, 2-Methyladipic acid, Diethyl malonate, Propyleneglycol diacetate, Ethyl methyl_succinate, Mono-methyl-adipate, 2-Ethylglutaric acid, 2,2-Dimethylglutaric acid","HMDB0000555, HMDB0000857, HMDB0002441, HMDB0029167, HMDB0029573, HMDB0041605, HMDB0059893, HMDB0059722, HMDB0059738, HMDB0061676",0,39489.94922,7714193.5,TRUE,0.959777832,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C11H20N2O2,M+Cl,,C11H20N2O2+Cl-,247.1218399,0.0838445,0.2,0.182885996,0.458651165,0.999566681,"1,4'-Bipiperidine-1'-carboxylic acid",HMDB0060336,0,32961.38672,6216035,TRUE,0.993788064,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C14H23N6O3S,M-H,,C14H23N6O3S-H-,354.1479187,0.0836598,0.2,0.132992517,0.630187245,0.998205128,S-Adenosylmethioninamine,HMDB0000988,0,2599.700928,301627.0313,TRUE,0.98857969,,C14H26O10-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C7H13NO3,M-H,,C7H13NO3-H-,158.0822276,0.0835973,0.2,0.085528545,0.97791585,0.99949279,"Calystegine A6, 2-Methylbutyrylglycine, Isovalerylglycine, Valerylglycine, N-Acetylvaline, 3-Dehydrocarnitine, 5-Acetamidovalerate, 4-Hydroxystachydrine, Turicine, Betonicine, Calystegine A7, Calystegin A3, Medicanine, Methyl 5-(hydroxymethyl)pyrrolidine-3-carboxylate","HMDB0031345, HMDB0000339, HMDB0000678, HMDB0000927, HMDB0011757, HMDB0012154, HMDB0012175, HMDB0029230, HMDB0029409, HMDB0029412, HMDB0036384, HMDB0038593, HMDB0038625, HMDB0061678",0,31935.01172,6169967,TRUE,0.989066482,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H9NO2,M+Cl,,C10H9NO2+Cl-,210.0326906,0.0826475,0.2,0.093713198,0.885454956,0.996007759,"Indoleacetic acid, 5-Hydroxyindoleacetaldehyde, Hydroxymethyl indol-3-yl ketone, 1-Methoxy-1H-indole-3-carboxaldehyde","HMDB0000197, HMDB0004073, HMDB0038628, HMDB0040972",0,7447.993652,2907151.25,TRUE,0.996480763,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C9H9Cl2N3,M-H,,C9H9Cl2N3-H-,228.010037,0.0819222,0.2,0.103422415,0.797131,0.993705036,Clonidine,HMDB0014714,0,946.6724243,240008.5313,FALSE,0.027300538,,C6H9NO6+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C15H22NO5,M-H,,C15H22NO5-H-,295.1424821,0.0818528,0.2,0.085170533,0.974952311,0.985735872,"(2-{[3-(3,4-dihydroxy-5-methoxyphenyl)prop-2-enoyl]oxy}ethyl)trimethylazanium",HMDB0136315,0,2332.801514,631385.5625,TRUE,0.99914217,,"C12H24N2O4+Cl-, C13H25NO4+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C12H10N2,M-H,,C12H10N2-H-,181.0770826,0.0810909,0.2,0.084653714,0.963089248,0.99462486,Harman,HMDB0035196,0,7091.294434,815756.5625,TRUE,0.996429861,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C26H30O5,M-H,,C26H30O5-H-,421.2020084,0.0808952,0.2,0.107613502,0.756329664,0.993904762,"2',4,4'-Trihydroxy-6'-methoxy-3',5'-diprenylchalcone, 1-Methoxyficifolinol, Kanzonol J","HMDB0035066, HMDB0038109, HMDB0040605",0,921.3816528,168481.4063,TRUE,0.999518991,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C16H18N4S,M+Cl,,C16H18N4S+Cl-,333.0945794,0.080709,0.2,0.094806858,0.853905233,0.99694753,4'-N-desmethylolanzapine,HMDB0060959,0,21032.77148,4109976,TRUE,0.839179516,,"C12H18N2O9-H-, C14H19NO6+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H13N5O4,M+Cl,,C10H13N5O4+Cl-,302.066116,0.0803509,0.2,0.141570307,0.572396091,0.991566265,"Adenosine, Deoxyguanosine, Vidarabine, Zidovudine","HMDB0000050, HMDB0000085, HMDB0014340, HMDB0014638",0,1567.209473,4665338.5,FALSE,0.000624456,,"C16H16O4S-H-, C9H17NO8+Cl-, C18H11NO4-H-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C24H28ClN5O3,M-H,,C24H28ClN5O3-H-,468.1807518,0.0803,0.2,0.097169363,0.828413797,0.997559409,Dimenhydrinate,HMDB0015120,0,21799.56055,2778416.5,TRUE,0.986728013,,"C23H31NO7+Cl-, C24H25FN6O+Cl-, C24H34O5S+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C4H6O9S,M-H,,C4H6O9S-H-,228.9659368,0.0797834,0.2,0.08194731,0.980958271,0.992492898,2-hydroxy-3-(sulfooxy)butanedioic acid,HMDB0127958,0,2558.147705,6575165,FALSE,0.001109577,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C12H23NO2S,M+Cl,,C12H23NO2S+Cl-,280.1143118,0.0795296,0.2,0.089830015,0.890416235,0.994292325,S-3-oxodecanoyl cysteamine,HMDB0059773,0,9863.524414,3233836.5,TRUE,0.977553308,,"C12H21NO4+Cl-, C12H22O5+Cl-, C11H21NO5+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C7H5NO2,M-H,,C7H5NO2-H-,134.0247127,0.0786781,0.2,0.080548315,0.982101673,0.994583333,2-Benzoxazolol,HMDB0032931,0,838.1763306,30356.20313,TRUE,0.898942888,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H26ClN,M+Cl,,C17H26ClN+Cl-,314.1447396,0.0785267,0.2,0.102662437,0.764911507,0.999987003,Sibutramine,HMDB0015237,0,492941.75,67182152,TRUE,0.894408882,,C13H24N4O3S-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C11H14O4,M-H,,C11H14O4-H-,209.0818932,0.07838,0.2,0.081082106,0.966862112,0.999805525,"2-Methoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol, Sinapyl alcohol, 5-(3',5')-Dihydroxyphenyl-gamma-valerolactone, 3,4-Dihydroxyphenylvaleric acid, 3-Methyl-1-(2,4,6-trihydroxyphenyl)-1-butanone, 2'-Hydroxy-4',6'-dimethoxy-3'-methylacetophenone, 2-Methoxy-3-(4-methoxyphenyl)propanoic acid, Bancroftinone, 3-(4-Hydroxy-3-methoxyphenyl)-2-methylpropionic acid, 3-hydroxy-4-(4-hydroxy-3-methoxyphenyl)butan-2-one, 2-(3,4-dimethoxyphenyl)propanoic acid, 2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-4,5,7-triol, 3-(3,5-dimethoxyphenyl)propanoic acid, 2-[(2E)-4-hydroxy-3-methylbut-2-en-1-yl]benzene-1,3,5-triol, 2-(4-hydroxy-3-methylbut-2-en-1-yl)benzene-1,3,5-triol, 4-(3-methylbut-2-en-1-yl)benzene-1,2,3,5-tetrol, 2-[(3,3-dimethyloxiran-2-yl)methyl]benzene-1,3,5-triol, 4-(3,4-dihydroxy-5-methoxyphenyl)butan-2-one, 4-(2,4-dihydroxy-5-methoxyphenyl)butan-2-one, 4-(2,4-dihydroxy-3-methoxyphenyl)butan-2-one, 1-hydroxy-4-(4-hydroxy-3-methoxyphenyl)butan-2-one, 4-hydroxy-4-(4-hydroxy-3-methoxyphenyl)butan-2-one","HMDB0036199, HMDB0013070, HMDB0029187, HMDB0029233, HMDB0033798, HMDB0034047, HMDB0039428, HMDB0041406, HMDB0060737, HMDB0133478, HMDB0130385, HMDB0125803, HMDB0127493, HMDB0129253, HMDB0129254, HMDB0129255, HMDB0129256, HMDB0133511, HMDB0133519, HMDB0133526, HMDB0133535, HMDB0135671",0,40618.62891,41032744,FALSE,0.115528844,,C6H14N4O2+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H18N2O5,M+Cl,,C10H18N2O5+Cl-,281.0909337,0.078199,0.2,0.08729598,0.902367364,0.992712916,"Aspartyl-Leucine, L-beta-aspartyl-L-leucine, gamma-Glutamylvaline, Aspartyl-Isoleucine, Glutamylvaline, Isoleucyl-Aspartate, Leucyl-Aspartate","HMDB0028757, HMDB0011166, HMDB0011172, HMDB0028756, HMDB0028832, HMDB0028903, HMDB0028925",0,6043.882813,1558161.5,TRUE,0.9874084,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C21H43O6P,M+Cl,,C21H43O6P+Cl-,457.2490876,0.0777403,0.2,0.092289415,0.848826368,0.99237352,DHAP(18:0e),HMDB0011142,0,1777.159302,5787852,FALSE,0.000392426,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C6H6O4,M-H,,C6H6O4-H-,141.019293,0.077393,0.2,0.078916486,0.981492338,0.999187578,"Kojic acid, 5-Hydroxymaltol, trans-trans-Muconic acid, Sumiki's acid, cis,cis-Muconic acid, 2,3-Methylenesuccinic acid, benzene-1,2,3,5-tetrol, benzene-1,2,3,4-tetrol","HMDB0032923, HMDB0032988, HMDB0002349, HMDB0002432, HMDB0006331, HMDB0059762, HMDB0125218, HMDB0134002",0,20488.58594,14829611,TRUE,0.813303232,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H24O6,M-H,,C17H24O6-H-,323.1499728,0.0771279,0.2,0.081609852,0.947013301,0.997959184,"AF Toxin II, 3-Acetoxyscirpene-4,15-diol, Blumealactone C, 4-Acetoxyscirpene-3,15-diol, Monoacetoxyscirpenol","HMDB0033504, HMDB0034576, HMDB0035357, HMDB0035847, HMDB0035848",0,5725.336914,2761703.25,TRUE,0.99913317,,C12H24N4O4+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C15H27NO2Si2,M+Cl,,C15H27NO2Si2+Cl-,344.1273941,0.0767258,0.2,0.090976165,0.843396869,0.999957639,"N,O-Bis- (trimethylsilyl)phenylalanine",HMDB0094675,0,105041.2266,18398292,TRUE,0.973232269,,C17H24O5+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C8H14O2S2,M+Cl,,C8H14O2S2+Cl-,241.0128832,0.0765537,0.2,0.088173103,0.868476211,0.999704944,(R)-lipoic acid,HMDB0001451,0,98004.8125,53737784,FALSE,0.013833693,,"C6H11O8P-H-, C7H10O7+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C18H24N4O2,M-H,,C18H24N4O2-H-,327.1826104,0.0764421,0.2,0.082011679,0.942321682,0.989140271,7-hydroxygranisetron,HMDB0061062,0,7974.38623,3666217.5,TRUE,0.999782979,,
